VD_hat,VF_hat,VP_hat,CFP_hat,V_adj_hat,SE_adj_hat,design_id,n_stage1_per_form,n_stage2_per_order,total_response_burden,total_participants,repeated_measurement_participants,scenario_id,phase,true_change_logit,R,valid_n
0.022767697548788,0.0001933817817249495,0.00022738809429518413,1.2519286786481584e-07,0.02318892175132591,0.15142614993627637,GBM01-N1-050-N2-050,50,50,5400,200,100,S02,screen,0.0,3000,2966
0.026484408216825368,0.00022797824126452555,0.0002659193872762819,9.761014965432977e-07,0.02697647961048406,0.16339874141108557,GBM01-N1-050-N2-050,50,50,5400,200,100,S03,screen,0.0,3000,2973
0.014881761986485435,0.00012298570027670635,0.00014902127380536978,-1.0187770605557224e-07,0.015153402929160672,0.1222752141142217,GBM01-N1-050-N2-050,50,50,5400,200,100,S04,screen,0.0,3000,2972
0.022203717776657042,0.00018776930898146252,0.0002215139849017193,1.4398147255425127e-06,0.022613909297090357,0.1495534084782585,GBM01-N1-050-N2-050,50,50,5400,200,100,S05,screen,0.0,3000,2963
0.027627982377761543,0.0002279200214667057,0.0002753921772318946,-2.2332222433622413e-07,0.028132735503740448,0.1668022599090686,GBM01-N1-050-N2-050,50,50,5400,200,100,S06,screen,0.0,3000,2965
0.027356954507911216,0.0002279036288552888,0.0002749351682341786,1.2412626052278598e-06,0.02785757670513296,0.16598726640855366,GBM01-N1-050-N2-050,50,50,5400,200,100,S07,screen,0.0,3000,2969
0.03267377099963121,0.0002668059191705369,0.0003279894736860007,1.1177908168634053e-06,0.0332664651097483,0.18135627790421635,GBM01-N1-050-N2-050,50,50,5400,200,100,S08,screen,0.0,3000,2963
0.026095458692626416,0.00021681242289979495,0.0002598963965476423,-2.149040214878631e-06,0.026573938923231906,0.16208752881739905,GBM01-N1-050-N2-050,50,50,5400,200,100,S09,screen,0.0,3000,2949
0.023369862719595316,0.0002717785605778001,0.00046660443962418603,3.753679649825852e-07,0.024109258949329998,0.15353699568688986,GBM01-N1-100-N2-025,100,25,5400,250,50,S01,screen,0.0,3000,2971
0.02301623883580039,0.00026774141184694435,0.00045482817368614625,1.6725365828091697e-06,0.023744972579873076,0.15232850403571183,GBM01-N1-100-N2-025,100,25,5400,250,50,S02,screen,0.0,3000,2965
0.026573433666206958,0.00031981330512970444,0.0005334141978077974,1.5126135851845665e-06,0.027424071563040754,0.16385668099667486,GBM01-N1-100-N2-025,100,25,5400,250,50,S03,screen,0.0,3000,2972
0.014987848304720733,0.00016255015059105915,0.00029877693256294077,-1.709256387505654e-07,0.015450198128983697,0.12265767384758942,GBM01-N1-100-N2-025,100,25,5400,250,50,S04,screen,0.0,3000,2970
0.02204573619903738,0.0002578533112188103,0.00044097232607214664,-1.638296046300446e-07,0.022744524871218374,0.14909838326626101,GBM01-N1-100-N2-025,100,25,5400,250,50,S05,screen,0.0,3000,2972
0.027783093336216345,0.0003025209878451586,0.0005525375727510753,4.6183213170534583e-07,0.028641727010324858,0.167349853780772,GBM01-N1-100-N2-025,100,25,5400,250,50,S06,screen,0.0,3000,2969
0.027556205766874235,0.00030262282170174024,0.0005520520558070262,4.2826109683189753e-07,0.028409992374282603,0.1666935326622358,GBM01-N1-100-N2-025,100,25,5400,250,50,S07,screen,0.0,3000,2962
